supplier_reference,stock_facility,product_id,product_name,variant_id,brand,hscode,material,secondary_material,size_format,print_technique,print_position_1,print_position_2,print_format_1,print_format_2,print_colors_1,print_colors_2,coordinates,quantity,supplier_price,days,packs,weight,color,size
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,90,30.78,4,1,3.15,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,3500,808.5,4,12,122.5,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,475,119.72,4,2,16.625,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,15,13.46,4,1,0.525,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,60,23.85,4,1,2.1,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,250,67.74,4,1,8.75,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,700,171.69,4,3,24.5,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,20,14.61,4,1,0.7,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,225,61.97,4,1,7.875,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,200,56.19,4,1,7.0,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,3000,693.0,4,10,105.0,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1600,369.6,4,6,56.0,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,375,96.62,4,2,13.125,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1800,415.8,4,6,63.0,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1700,392.7,4,6,59.5,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,325,85.07,4,2,11.375,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,450,113.94,4,2,15.75,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,350,90.84,4,2,12.25,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,45,20.39,4,1,1.575,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,750,183.24,4,3,26.25,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,2400,554.4,4,8,84.0,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,80,28.47,4,1,2.8,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,5000,1155.0,4,17,175.0,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,125,38.87,4,1,4.375,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,2100,485.1,4,7,73.5,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,275,73.52,4,1,9.625,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,10,12.3,4,1,0.35,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,600,148.59,4,2,21.0,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1500,346.5,4,5,52.5,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,40,19.23,4,1,1.4,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,25,15.77,4,1,0.875,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,650,160.14,4,3,22.75,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,300,79.29,4,1,10.5,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,900,207.9,4,3,31.5,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1200,277.2,4,4,42.0,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,30,16.92,4,1,1.05,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,4500,1039.5,4,15,157.5,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1100,254.1,4,4,38.5,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1900,438.9,4,7,66.5,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,425,108.17,4,2,14.875,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,2200,508.2,4,8,77.0,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,2500,577.5,4,9,87.5,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,70,26.16,4,1,2.45,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1,10.22,4,1,0.035,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,50,21.54,4,1,1.75,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,4000,924.0,4,14,140.0,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,150,44.64,4,1,5.25,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,5,11.15,4,1,0.175,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1000,231.0,4,4,35.0,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,550,137.04,4,2,19.25,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,2300,531.3,4,8,80.5,white,S/T
14049001000,ES,4049,drawstringnonwoven,14049001000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,35,18.08,4,1,1.225,white,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,600,148.59,4,2,21.0,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,700,171.69,4,3,24.5,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,300,79.29,4,1,10.5,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,275,73.52,4,1,9.625,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,2100,485.1,4,7,73.5,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,2500,577.5,4,9,87.5,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,3500,808.5,4,12,122.5,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,950,219.45,4,4,33.25,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,25,15.77,4,1,0.875,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,650,160.14,4,3,22.75,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,15,13.46,4,1,0.525,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1800,415.8,4,6,63.0,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1,10.22,4,1,0.035,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1600,369.6,4,6,56.0,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,35,18.08,4,1,1.225,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,4000,924.0,4,14,140.0,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,450,113.94,4,2,15.75,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1400,323.4,4,5,49.0,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,550,137.04,4,2,19.25,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,45,20.39,4,1,1.575,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,40,19.23,4,1,1.4,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,350,90.84,4,2,12.25,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,2000,462.0,4,7,70.0,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,500,125.49,4,2,17.5,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,800,194.79,4,3,28.0,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,400,102.39,4,2,14.0,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,125,38.87,4,1,4.375,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,475,119.72,4,2,16.625,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,2300,531.3,4,8,80.5,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1200,277.2,4,4,42.0,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,20,14.61,4,1,0.7,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,175,50.42,4,1,6.125,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1700,392.7,4,6,59.5,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,30,16.92,4,1,1.05,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,70,26.16,4,1,2.45,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,3000,693.0,4,10,105.0,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,425,108.17,4,2,14.875,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,150,44.64,4,1,5.25,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1100,254.1,4,4,38.5,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,5000,1155.0,4,17,175.0,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,200,56.19,4,1,7.0,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,4500,1039.5,4,15,157.5,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,2200,508.2,4,8,77.0,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,90,30.78,4,1,3.15,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,225,61.97,4,1,7.875,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1300,300.3,4,5,45.5,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,375,96.62,4,2,13.125,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,5,11.15,4,1,0.175,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,50,21.54,4,1,1.75,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,2400,554.4,4,8,84.0,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,250,67.74,4,1,8.75,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1500,346.5,4,5,52.5,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,100,33.09,4,1,3.5,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1000,231.0,4,4,35.0,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,80,28.47,4,1,2.8,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,325,85.07,4,2,11.375,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,900,207.9,4,3,31.5,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1900,438.9,4,7,66.5,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,750,183.24,4,3,26.25,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,60,23.85,4,1,2.1,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,850,206.34,4,3,29.75,black,S/T
14049002000,ES,4049,drawstringnonwoven,14049002000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,10,12.3,4,1,0.35,black,S/T
14049003000,ES,4049,drawstringnonwoven,14049003000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,35,18.08,4,1,1.225,red,S/T
14049003000,ES,4049,drawstringnonwoven,14049003000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,5,11.15,4,1,0.175,red,S/T
14049003000,ES,4049,drawstringnonwoven,14049003000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1,10.22,4,1,0.035,red,S/T
14049003000,ES,4049,drawstringnonwoven,14049003000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,800,194.79,4,3,28.0,red,S/T
14049003000,ES,4049,drawstringnonwoven,14049003000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,350,90.84,4,2,12.25,red,S/T
14049003000,ES,4049,drawstringnonwoven,14049003000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,25,15.77,4,1,0.875,red,S/T
14049003000,ES,4049,drawstringnonwoven,14049003000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,1500,346.5,4,5,52.5,red,S/T
14049003000,ES,4049,drawstringnonwoven,14049003000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,3000,693.0,4,10,105.0,red,S/T
14049003000,ES,4049,drawstringnonwoven,14049003000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,45,20.39,4,1,1.575,red,S/T
14049003000,ES,4049,drawstringnonwoven,14049003000,no,4202929190,Non-Woven,no,360x420xnoxno,no,no,no,noxnoxnoxno,noxnoxnoxno,no,no,,375,96.62,4,2,13.125,red,S/T
